pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
-0.6942673064749337,0.24815055982791406,0.40174158284683825,0.7127278668376847,0.7372962817183252,0.03157484026833246,0.00970259723777876,0.009410474278208876,0.008356743538227575,0.0042234554716573626
-0.6645553624968861,0.28482774546528333,0.23538168854965358,-0.5546191532530127,0.8548913971808986,0.15681326880331145,-0.0130974597956218,0.03717215282028708,0.007728320143195109,0.036913503205787644
-1.183836152894538,-1.1620050306189653,1.0377620258917404,1.0233060120426634,0.7021363687799272,-0.05471558351178891,0.013370170829227415,-0.017825265679241444,-0.05559308029846028,0.019128572587274628
-0.628235327227836,1.2634050341429843,1.2842015475963047,-0.34320111966603445,0.8103594630538505,0.11089761142792999,-0.014510092413471206,0.08837296691618306,-0.016534503613751222,0.0351962219248735
-0.7209874580141107,0.22352607494830487,0.17323387957854847,0.694106284746788,0.7424145210699176,0.035009035774818675,0.012363835817494243,0.0037803143923387564,0.015044199682433262,-0.010383000429762954
-1.1916296926691146,-0.8660228811098315,1.169612859638132,0.6917460396806508,0.7310974159557179,-0.04574687570485894,0.012923599924080698,0.005272605712402868,-0.06388395318999159,-0.007028138548518848
-0.8320511515273034,-0.12950919296167715,0.3148645471382709,0.6177389885451243,0.7495907430406464,0.023559684624752258,0.0121131461239406,0.0009703160956322134,-0.0023438874825098587,-0.010222306280768102
-0.20305264362804762,1.2357971023387735,-0.733333560793456,-0.3702023885440678,0.8480670210849135,0.22929382198525575,-0.014064334357992052,0.026436497999663366,0.08717221516020386,0.04999565962122331
-0.5501027464882335,2.3130891992283837,2.6541317724881837,-1.4199404554327655,-0.11514859493570649,-0.017184574893936412,-0.08225160620742232,0.18821060957014898,-0.20504161199298632,0.03700167352517043
-0.5490121434173403,0.438743243374439,-0.05053576767740728,-0.8546307147039837,0.8859934194673589,0.20899494753622125,-0.01997832626090661,0.039329044086527945,0.025821371516844525,0.05301617970421888
-0.5791167981669552,0.5434119423464576,-0.11418720325749175,0.7647824420419348,0.7387161688348994,0.055169078723313746,0.012517828735568103,0.001303807257376067,0.039409595433913314,-0.008351808926286921
-0.7436640525919386,1.1092642089676266,1.5704978751170626,-0.04270770211901957,0.7784547868851996,0.06165593493200226,-0.008567632223448186,0.08578786266335921,-0.033855835655636414,0.02378326772618947
-0.7949085878930153,5.541265509242169,7.340413102672642,-2.9710767001578655,-0.09739150321430669,-0.05949926976269128,-0.1372040215587398,0.4992561357587205,-0.44265723991867084,0.08243758179217939
