pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
-0.5672766431463028,2.3170732497402753,2.738301315673117,-1.4453827646348685,-0.08056408136984419,-0.05593988820043312,-0.05120081671122443,0.1892199825922857,-0.22611013393182167,0.0310029669601085
2.3255887960920028,-0.06906770679936652,0.6326459452677047,0.08891680913539013,-0.050981322303338315,-0.4306246045630571,-0.25656050923580176,0.10570677331512321,-0.12965030048621137,-0.21041750981940427
1.8997933628551131,0.012197047871990968,-0.09083275035014403,0.4889294831215627,-0.07795480180285075,-0.3854949524843758,-0.27049938977854937,0.07919415682013345,-0.11054954178631106,-0.28842981276032537
2.342454943961504,0.2934041753436829,0.05937928249023931,-0.5568473258197716,0.0423489268397974,-0.33554964074063487,-0.29616317944369647,0.13178516523936207,-0.1491496707029993,-0.48253857637137343
5.528038925073672,-0.8906407407854164,0.37389574970822986,-0.028347080917850553,0.13714381971537298,-0.25047836744091106,-0.32391752292733184,0.09422144813781914,-0.11362696484513114,-0.4841639356415616
3.5547177130923058,-0.1618105093660906,0.7099030689371871,0.36914959727044555,-0.036027889342194294,-0.44298803405683607,-0.24776445684760068,0.09568372277148754,-0.0929239236527606,-0.14611356444306642
-0.7060764457619998,0.2560371266513754,0.4418688898722587,0.7222684928680961,0.7999222575312686,-0.03950656935660452,0.029842227675100596,0.0163171699871042,0.01632481081244549,0.00744744790133466
-0.9887085391940303,-0.4934711023805548,0.440843508938989,0.673598104827473,0.8078836187086099,-0.008623019895596223,0.01715736498336719,-0.003616889480409904,-0.010603539669186923,-0.020908357492564884
-0.408816234119885,6.023766125642353,6.515880649452527,-4.14652475957913,0.015112389470889697,-0.22027572499147602,-0.03825098850936707,0.5050013436796034,-0.42889366943514756,0.11414534860577018
-1.0389204862346446,-1.5262639084690095,0.2188920659032525,-0.3857920444974364,-0.15136972426421594,0.15952495992384963,-0.2859333249898963,0.6978073227619255,0.47611131102503135,0.02789032661036623
-0.7888647282485699,1.0886746871857937,1.6201737104322518,-0.008158777113084907,0.8292202716982796,-0.07009666186149559,0.029652343515859086,0.09445788950446359,-0.037922973549972296,0.01677216064740472
0.8641327085573692,-0.0711010823138639,-0.14446670492070768,0.3767933667416063,-0.11615621795353251,-0.03622043623139617,-0.01393130170030287,-0.03314581445832105,-0.007490974604358166,0.16112986333344098
-0.9487892757656619,-1.1447347327504325,0.026017551898221702,-0.4067411449219246,-0.14978056013337884,0.144936333301116,-0.27870566429135735,0.7047491481866496,0.49528615113632274,0.023573694932819644
